Você é autônomo?,Quantos funcionários sua empresa ou organização possui?,Seu empregador é principalmente uma empresa/organização de tecnologia?,O seu papel principal na sua empresa está relacionado à tecnologia/TI?,O seu empregador oferece benefícios de saúde mental como parte da cobertura de saúde?,Você conhece as opções de cuidados de saúde mental disponíveis sob sua cobertura de saúde fornecida pelo empregador?,"Seu empregador já discutiu formalmente a saúde mental (por exemplo, como parte de uma campanha de bem -estar ou outra comunicação oficial)?",O seu empregador oferece recursos para aprender mais sobre distúrbios de saúde mental e opções para procurar ajuda?,O seu anonimato está protegido se você optar por aproveitar os recursos de tratamento de saúde mental ou abuso de substâncias fornecidos pelo seu empregador?,"Se um problema de saúde mental o levou a solicitar uma licença médica do trabalho, quão fácil ou difícil seria pedir essa licença?",Você se sentiria mais confortável conversando com seus colegas de trabalho sobre sua saúde física ou sua saúde mental?,Você se sentiria à vontade para discutir um problema de saúde mental com seu (s) supervisor (s) direto (s)?,Você já discutiu sua saúde mental com seu empregador?,Você se sentiria à vontade para discutir um problema de saúde mental com seus colegas de trabalho?,Você já discutiu sua saúde mental com colegas de trabalho?,Você já teve um colega de trabalho discutir a saúde mental de seu ou outro colega de trabalho com você?,"No geral, quanta importância seu empregador coloca na saúde física?","No geral, quanta importância seu empregador coloca na saúde mental?",Você estaria disposto a discutir sua saúde mental com seu (s) supervisor (s) direto (s)?,Você atualmente tem um distúrbio de saúde mental?,Você já teve um distúrbio de saúde mental no passado?,Você já procurou tratamento para um distúrbio de saúde mental de um profissional de saúde mental?,Você tem um histórico familiar de doença mental?,"Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho ao ser tratado de maneira eficaz?","Se você tem um distúrbio de saúde mental, com que frequência sente que isso interfere no seu trabalho quando não é tratado de maneira eficaz (ou seja, quando está experimentando sintomas)?",Suas observações de como outro indivíduo que discutiu um problema de saúde mental tornou a probabilidade de você revelar um problema de saúde mental no seu local de trabalho atual?,Quão disposto você estaria em compartilhar com amigos e familiares que você tem uma doença mental?,Você estaria disposto a apresentar um problema de saúde física com um empregador em potencial em uma entrevista?,Você traria sua saúde mental com um empregador em potencial em uma entrevista?,Você é identificado abertamente no trabalho como uma pessoa com um problema de saúde mental?,"No geral, como você acha que o setor de tecnologia apoia funcionários com problemas de saúde mental?",Qual é a sua idade?,Qual é o seu gênero?
0,More than 1000,1.0,1.0,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Yes,1.0,Maybe,1,1,7,5.0,Some of my previous supervisors,Yes,No,1,Yes,Rarely,Sometimes,No,8,No,No,0,4,34,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,I don't know,Difficult,Same level of comfort for each,No,0.0,No,0,1,5,5.0,"No, none of my previous supervisors",No,Possibly,1,Yes,Rarely,Sometimes,Yes,3,No,No,0,1,38,female
0,26-100,1.0,1.0,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Physical health,Maybe,0.0,Maybe,0,0,4,5.0,Some of my previous supervisors,Possibly,No,1,I don't know,Rarely,Sometimes,,8,Maybe,No,0,2,30,Male
0,More than 1000,0.0,1.0,Yes,Yes,Yes,I don't know,Yes,Somewhat easy,Physical health,No,0.0,No,0,1,8,7.0,Some of my previous supervisors,Possibly,Don't Know,0,No,Rarely,Rarely,Yes,10,No,No,0,2,52,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,No,Sometimes,Often,No,3,Maybe,No,0,3,31,Female
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,Possibly,0,I don't know,Not applicable to me,Not applicable to me,No,9,Yes,Yes,0,2,29,Male
0,6-25,1.0,1.0,I don't know,No,No,No,I don't know,Difficult,Physical health,No,0.0,No,0,0,1,1.0,,Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,Maybe,0,No,No,0,2,26,Female
0,26-100,0.0,0.0,Yes,No,No,No,Yes,Somewhat difficult,Physical health,Yes,0.0,No,0,0,7,5.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Often,Sometimes,Maybe,4,No,No,0,4,29,female
0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,I don't know,Physical health,Yes,1.0,Maybe,1,1,8,5.0,Some of my previous supervisors,Yes,Yes,1,Yes,Often,Often,Yes,8,Yes,No,0,2,44,Male
1,,,,,,,,,,,,,,,,,,I don't know,Possibly,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,Maybe,5,Yes,Maybe,0,2,18,male/androgynous 
0,More than 1000,1.0,1.0,Not eligible for coverage / NA,,Yes,I don't know,Yes,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,7,7.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Sometimes,No,10,No,No,1,1,42,Male
0,6-25,0.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,0.0,No,0,1,7,6.0,"No, none of my previous supervisors",Possibly,Possibly,1,Yes,Sometimes,Often,Maybe,5,No,No,0,3,30,Male
0,100-500,1.0,0.0,Yes,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,1,1,6,7.0,I don't know,Yes,Yes,1,I don't know,Never,Sometimes,,10,No,Maybe,0,2,29,M
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,1.0,Maybe,0,0,7,4.0,,Yes,Possibly,1,Yes,Sometimes,Often,No,8,No,No,0,3,27,Female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,1.0,Maybe,1,1,9,7.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Often,Yes,4,Maybe,No,0,3,39,Male
0,100-500,1.0,1.0,Yes,Yes,Yes,No,Yes,Very easy,Physical health,Yes,1.0,No,1,,5,5.0,Some of my previous supervisors,No,No,1,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,No,0,2,40,female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,0.0,Maybe,1,1,7,4.0,Some of my previous supervisors,Possibly,Yes,1,Yes,Sometimes,Sometimes,No,8,Maybe,Maybe,0,4,36,female
1,,,,,,,,,,,,,,,,,,I don't know,Don't Know,No,0,No,Sometimes,Sometimes,Yes,3,Maybe,No,0,3,48,female
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Same level of comfort for each,Yes,0.0,Maybe,0,1,7,7.0,Some of my previous supervisors,Don't Know,Don't Know,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,Maybe,0,3,43,male
0,100-500,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,1.0,Maybe,1,1,8,6.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,Yes,3,Maybe,No,0,2,38,Man
0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,0,0,6,6.0,Some of my previous supervisors,No,Yes,1,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,Maybe,0,3,42,Male
0,500-1000,1.0,1.0,No,,Yes,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,1.0,Yes,1,1,8,5.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Sometimes,Often,Maybe,7,Yes,Yes,1,1,46,Male
0,More than 1000,0.0,0.0,Yes,Yes,No,Yes,Yes,Difficult,Physical health,No,0.0,Yes,1,1,5,7.0,"Yes, all of my previous supervisors",Yes,,1,Yes,Sometimes,Often,No,3,No,No,0,3,30,male
0,6-25,0.0,1.0,No,Yes,No,No,No,Difficult,Physical health,No,0.0,Yes,1,0,4,0.0,,Yes,Yes,1,Yes,Rarely,Often,Yes,10,Maybe,Maybe,0,3,25,Male
0,500-1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,0.0,Maybe,0,1,9,9.0,Some of my previous supervisors,Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,,7,Maybe,No,0,3,28,
0,100-500,1.0,1.0,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,Maybe,0.0,Yes,1,1,5,5.0,"No, none of my previous supervisors",Possibly,Possibly,1,Yes,Not applicable to me,Not applicable to me,Yes,8,Maybe,Yes,0,2,24,Female
0,1-5,1.0,1.0,I don't know,No,No,No,I don't know,Difficult,Physical health,Yes,0.0,No,0,0,3,6.0,"No, none of my previous supervisors",No,No,0,Yes,Not applicable to me,Not applicable to me,No,6,Maybe,Maybe,0,4,26,male
0,More than 1000,1.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,1,1, can't remember. it's rare,5.0,Physical health,1,,Yes,1,Yes,Sometimes,Often,Yes,8,"depends on the interview, typically no",stigma,,0,43
0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,I don't know,I don't know,Physical health,No,0.0,No,0,0,8,5.0,Some of my previous supervisors,Yes,Yes,1,I don't know,Often,Often,Maybe,5,No,No,0,2,25,Female
0,More than 1000,0.0,1.0,Yes,No,Yes,I don't know,I don't know,I don't know,Physical health,No,0.0,No,0,0,7,6.0,"No, none of my previous supervisors",Yes,Yes,0,Yes,Rarely,Often,,3,Yes,No,0,3,34,male
0,26-100,1.0,1.0,Yes,Yes,Yes,I don't know,Yes,Very easy,Physical health,No,0.0,Yes,1,1,8,8.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,6,Maybe,No,0,3,28,female
0,26-100,1.0,1.0,No,,No,No,Yes,Somewhat difficult,Physical health,Yes,1.0,Maybe,1,1,5,5.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Sometimes,Often,No,8,Yes,Maybe,0,3,27,Male
0,26-100,1.0,1.0,No,No,Yes,Yes,Yes,Somewhat easy,Physical health,Maybe,0.0,Yes,0,0,6,8.0,,Don't Know,Don't Know,0,No,Sometimes,Sometimes,No,7,Maybe,Maybe,0,3,22,Male
0,26-100,1.0,1.0,I don't know,No,No,Yes,Yes,Very easy,Physical health,No,0.0,Yes,0,0,8,5.0,,No,No,0,Yes,Not applicable to me,Not applicable to me,,0,No,No,0,5,24,female
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,,0,No,Sometimes,Often,Yes,10,Maybe,Maybe,1,1,33,female
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Possibly,Yes,1,No,Not applicable to me,Often,No,3,Maybe,Maybe,0,2,41,m
0,26-100,1.0,1.0,No,,No,I don't know,I don't know,I don't know,Physical health,No,0.0,No,0,0,2,1.0,,Possibly,Possibly,0,I don't know,Often,Often,,1,Yes,No,0,2,26,Female
1,,,,,,,,,,,,,,,,,,,Yes,Yes,1,I don't know,Rarely,Often,Maybe,9,Yes,No,1,1,39,Male
0,1-5,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,Maybe,1.0,Maybe,0,0,1,7.0,,Possibly,Possibly,0,No,Not applicable to me,Often,,5,Yes,No,0,3,24,male
0,More than 1000,1.0,1.0,I don't know,No,No,No,I don't know,I don't know,Physical health,No,1.0,Yes,1, if this is why I may ask funny in the future.,,5.0,Physical health,4,Tourette's,Yes,1,I don't know,Sometimes,Sometimes,Maybe,7,Not knowing could be a bad thing.,Knowing is half the battle,,1,54
0,More than 1000,0.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,1.0,Yes,1,1,7,5.0,"Yes, all of my previous supervisors",Yes,Yes,1,Yes,Sometimes,Sometimes,Yes,7,Maybe,Maybe,0,2,47,m
0,More than 1000,1.0,1.0,No,,No,No,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,0,0,8,5.0,"Yes, all of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,7,Yes,Yes,0,3,33,Male
0,100-500,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Yes,1,0,6,3.0,Some of my previous supervisors,Yes,No,1,Yes,Rarely,Often,No,10,No,No,0,2,30,
0,More than 1000,0.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,0.0,Maybe,0,1,5,5.0,Some of my previous supervisors,Possibly,Possibly,1,I don't know,Rarely,Rarely,No,8,Yes,No,0,3,48,Male
0,More than 1000,1.0,1.0,I don't know,No,I don't know,Yes,Yes,Somewhat easy,Physical health,Yes,1.0,Yes,1,0,6,3.0,Some of my previous supervisors,Possibly,Possibly,1,Yes,Sometimes,Often,No,4,Maybe,Maybe,0,3,35,male
0,26-100,0.0,1.0,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,0,0,5,5.0,Some of my previous supervisors,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,10,Yes,No,0,2,34,Male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,0,2,31,Male
0,500-1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,0.0,Maybe,1,1,8,7.0,Some of my previous supervisors,Possibly,Possibly,0,Yes,Not applicable to me,Not applicable to me,,6,Maybe,No,0,3,25,male
0,More than 1000,1.0,1.0,No,No,No,No,I don't know,Somewhat easy,Physical health,No,0.0,Maybe,1,1,5,5.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Never,Sometimes,Maybe,9,Yes,No,0,2,48,male
0,100-500,0.0,1.0,Yes,No,Yes,I don't know,I don't know,I don't know,Physical health,Maybe,0.0,No,0,0,7,5.0,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Rarely,Often,Maybe,2,No,No,0,3,34,Male
0,100-500,1.0,1.0,Yes,Yes,No,No,I don't know,Difficult,Physical health,No,0.0,No,0,0,2,1.0,"No, none of my previous supervisors",No,Yes,1,Yes,Rarely,Sometimes,Yes,3,No,No,0,1,42,M
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,0.0,Yes,1,1,5,5.0,,Yes,Possibly,1,Yes,Rarely,Often,No,8,Yes,No,0,2,27,Male
0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Same level of comfort for each,Yes,1.0,Maybe,0,0,8,5.0,,Possibly,No,1,Yes,Sometimes,Often,No,7,Yes,No,0,3,33,Female
0,26-100,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,Yes,1,1,5,4.0,"Yes, all of my previous supervisors",Yes,Yes,1,I don't know,Rarely,Often,No,7,No,No,0,3,27,Female
0,500-1000,1.0,1.0,Yes,No,No,No,I don't know,I don't know,Same level of comfort for each,No,0.0,Yes,0,1,4,3.0,Some of my previous supervisors,Possibly,Possibly,0,I don't know,Sometimes,Rarely,,3,No,No,0,1,48,m
0,More than 1000,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Same level of comfort for each,Maybe,1.0,Maybe,1,0,5,3.0,Some of my previous supervisors,Yes,Yes,1,I don't know,Sometimes,Often,Yes,7,Maybe,No,0,2,32,f
0,100-500,1.0,1.0,Yes,No,Yes,I don't know,I don't know,Somewhat difficult,Same level of comfort for each,Maybe,1.0,Yes,1,1,7,6.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Often,No,9,No,No,0,2,29,Male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,,1,Yes,Rarely,Often,Maybe,9,Maybe,No,1,2,36,Female
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",Yes,Yes,1,I don't know,Never,Sometimes,,4,No,No,0,2,29,Female
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,0,0,7,7.0,,Possibly,Possibly,0,No,Sometimes,Sometimes,Maybe,5,Maybe,Maybe,0,4,23,female
0,More than 1000,0.0,1.0,Yes,No,I don't know,Yes,Yes,Somewhat difficult,Physical health,Maybe,0.0,No,1,1,7,7.0,"No, none of my previous supervisors",Possibly,Yes,0,I don't know,Rarely,Sometimes,Yes,6,No,No,0,3,50,Female
1,,,,,,,,,,,,,,,,,,,No,No,0,No,Never,Never,Maybe,10,No,No,0,1,24,female
0,6-25,1.0,1.0,No,No,No,No,I don't know,I don't know,Physical health,No,0.0,No,0,0,6,5.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,No,0,3,29,Female
0,More than 1000,0.0,1.0,Yes,No,I don't know,I don't know,I don't know,Very easy,Same level of comfort for each,Maybe,0.0,Maybe,1,1,9,7.0,Some of my previous supervisors,Possibly,Possibly,0,Yes,Not applicable to me,Sometimes,No,9,Maybe,Maybe,0,3,42,female
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Possibly,Possibly,1,No,Not applicable to me,Sometimes,No,9,Maybe,Maybe,1,3,35,Male
0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,Very easy,Physical health,Maybe,0.0,Maybe,0,0,9,5.0,,Don't Know,No,0,I don't know,Not applicable to me,Not applicable to me,,7,Maybe,Maybe,0,3,22,Male
0,500-1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1,0,10,10.0,Some of my previous supervisors,Yes,Possibly,1,I don't know,Rarely,Often,No,7,Maybe,No,0,3,39,Female
0,6-25,1.0,1.0,Yes,No,No,No,I don't know,Somewhat difficult,Same level of comfort for each,Yes,0.0,Yes,1,1,5,5.0,Some of my previous supervisors,Possibly,Possibly,1,Yes,Sometimes,Often,No,5,Maybe,No,0,2,29,femalw
1,,,,,,,,,,,,,,,,,,,No,No,0,No,Not applicable to me,Not applicable to me,,5,Maybe,Maybe,0,5,20,Male
0,1-5,0.0,0.0,Not eligible for coverage / NA,,Yes,Yes,I don't know,I don't know,Same level of comfort for each,Maybe,0.0,Maybe,1,1,8,8.0,Some of my previous supervisors,Yes,Yes,1,Yes,Often,Often,Maybe,7,No,Maybe,1,3,36,female
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Physical health,No,1.0,No,1,0,4,4.0,,Yes,Yes,1,Yes,Sometimes,Sometimes,Maybe,10,Maybe,Maybe,0,1,30,femail
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,Possibly,1,I don't know,Not applicable to me,Not applicable to me,Maybe,4,No,No,0,1,36,male
0,6-25,1.0,1.0,No,,No,No,I don't know,Very easy,Mental health,Yes,1.0,Maybe,1,0,6,3.0,,No,Yes,1,Yes,Sometimes,Often,Yes,7,No,No,0,2,31,Male
0,6-25,1.0,1.0,Yes,Yes,No,No,I don't know,I don't know,Same level of comfort for each,Yes,0.0,Maybe,0,0,2,2.0,"Yes, all of my previous supervisors",Possibly,Possibly,1,No,Sometimes,Often,No,8,Maybe,Maybe,0,4,28,male
0,26-100,0.0,1.0,Yes,Yes,No,Yes,I don't know,Very easy,Mental health,Yes,0.0,Maybe,0,1,7,5.0,,No,No,0,I don't know,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,0,4,28,Male (cis)
0,More than 1000,0.0,1.0,I don't know,Yes,No,I don't know,I don't know,Difficult,Physical health,No,0.0,Maybe,1,0,8,1.0,,Yes,Yes,1,Yes,Rarely,Often,,8,No,No,0,1,25,Female
0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Yes,0.0,Yes,1,0,5,5.0,Some of my previous supervisors,Possibly,Yes,1,I don't know,Rarely,Sometimes,No,9,No,No,0,3,30,male
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,Possibly,1,Yes,Rarely,Sometimes,No,7,Maybe,Maybe,0,4,45,m
0,100-500,1.0,1.0,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Yes,0,0,7,5.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,6,Maybe,No,0,3,31,Male
0,100-500,1.0,1.0,No,No,No,No,Yes,Very easy,Same level of comfort for each,No,0.0,Maybe,1,0,7,0.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,1,No,No,0,1,36,Male
0,6-25,1.0,1.0,I don't know,No,No,No,Yes,Neither easy nor difficult,Physical health,Yes,1.0,Maybe,1,1,7,7.0,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,No,5,Maybe,Maybe,0,3,37,male
0,26-100,1.0,1.0,Yes,Yes,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,Maybe,0,0,7,7.0,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,Maybe,0,3,37,Male
1,,,,,,,,,,,,,,,,,,"No, none of my previous supervisors",No,Possibly,1,No,Often,Often,No,0,No,No,0,2,28,male
0,26-100,1.0,1.0,Not eligible for coverage / NA,Yes,No,No,Yes,Somewhat easy,Physical health,Maybe,1.0,Maybe,1,1,0,2.0,Some of my previous supervisors,No,Possibly,1,No,Rarely,Rarely,No,10,No,No,0,1,37,male
0,26-100,1.0,1.0,No,,No,No,I don't know,Very easy,Physical health,No,0.0,No,0,1,3,3.0,Some of my previous supervisors,Don't Know,No,0,No,Not applicable to me,Not applicable to me,,0,No,No,0,1,37,male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,Yes,Yes,1,No,Sometimes,Often,Yes,3,Maybe,No,1,1,64,m
1,,,,,,,,,,,,,,,,,,,No,No,1,No,Not applicable to me,Not applicable to me,Yes,3,Maybe,Maybe,0,2,34,female
1,,,,,,,,,,,,,,,,,,I don't know,Possibly,Possibly,1,Yes,Often,Often,Maybe,6,Yes,No,0,3,34,Male
1,,,,,,,,,,,,,,,,,,,No,No,0,Yes,Not applicable to me,Not applicable to me,,8,No,Maybe,0,3,36,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,0,No,Not applicable to me,Not applicable to me,,4,No,No,0,2,26,m
0,100-500,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,No,0.0,No,0,0,6,5.0,Some of my previous supervisors,Don't Know,No,0,No,Not applicable to me,Not applicable to me,,6,Yes,Maybe,0,2,33,male
0,500-1000,1.0,1.0,Yes,No,No,No,I don't know,Very easy,Physical health,No,0.0,No,0,0,7,4.0,"No, none of my previous supervisors",No,No,0,No,Not applicable to me,Never,No,9,Yes,No,1,5,47,f
0,100-500,1.0,0.0,I don't know,No,Yes,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,1,0,7,9.0,,Possibly,Yes,1,I don't know,Rarely,Sometimes,No,5,No,No,0,4,24,Female
0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,Maybe,1.0,Maybe,1,1,7,3.0,I don't know,Yes,Yes,1,Yes,Often,Often,No,6,No,No,0,2,26,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Maybe,0.0,Maybe,1,1,5,5.0,,No,Yes,1,I don't know,Never,Never,No,5,Maybe,Maybe,0,2,37,Male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,No,No,Neither easy nor difficult,Physical health,No,1.0,Yes,1,1,7,4.0,"No, none of my previous supervisors",Yes,Possibly,1,I don't know,Sometimes,Often,No,2,No,No,1,2,29,Male
0,26-100,1.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Yes,1.0,No,0,0,8,5.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Often,,10,No,No,0,1,33,Female
0,More than 1000,1.0,1.0,Yes,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,No,0.0,Yes,1,1,8,8.0,Some of my previous supervisors,Yes,Yes,1,Yes,Rarely,Often,No,10,Yes,No,0,1,44,male
0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,Maybe,0,0,8,6.0,Some of my previous supervisors,No,Yes,1,Yes,Rarely,Sometimes,No,6,Maybe,Maybe, there are just some environments where I wouldn't be concerned.,,0,34
0,More than 1000,1.0,1.0,Yes,No,Yes,No,I don't know,I don't know,Physical health,No,0.0,No,1,1,6,4.0,"No, none of my previous supervisors",Don't Know,No,0,Yes,Not applicable to me,Not applicable to me,No,3,No,No,0,4,35,Male
0,100-500,1.0,1.0,Yes,Yes,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,1.0,Yes,0,1,7,7.0,Some of my previous supervisors,Yes,Yes,1,I don't know,Sometimes,Often,Maybe,5,Yes,No,0,3,,
1,,,,,,,,,,,,,,,,,,,Yes,Yes,1,Yes,Sometimes,Often,No,7,Yes,Maybe,0,2,23,
0,More than 1000,1.0,1.0,Yes,No,No,Yes,I don't know,I don't know,Physical health,Yes,1.0,Maybe,0,0,3,2.0,"No, none of my previous supervisors",No,Yes,0,Yes,Not applicable to me,Not applicable to me,No,10,Yes,Maybe,0,2,31,Male
0,100-500,1.0,1.0,Yes,Yes,No,No,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,1,0,6,6.0,Some of my previous supervisors,Yes,Yes,1,Yes,Sometimes,Sometimes,No,8,Yes,No,0,2,30,M
1,,,,,,,,,,,,,,,,,,"Yes, all of my previous supervisors",No,No,0,No,Not applicable to me,Not applicable to me,No,8,No,No,0,5,42,male (hey this is the tech industry you're talking about)
0,More than 1000,1.0,1.0,I don't know,No,No,Yes,I don't know,Somewhat difficult,Physical health,No,0.0,Maybe,0,1,8,3.0,"No, none of my previous supervisors",Yes,Yes,1,Yes,Rarely,Sometimes,,5,Maybe,No,0,2,26,female (cis)
0,100-500,0.0,1.0,Yes,Yes,No,No,I don't know,Somewhat easy,Physical health,Maybe,0.0,Yes,1,1,3,1.0,Some of my previous supervisors,No,Possibly,1,Yes,Rarely,Sometimes,No,10,Maybe,Maybe,0,3,29,Female
0,More than 1000,0.0,1.0,Yes,Yes,No,Yes,I don't know,Somewhat easy,Physical health,Maybe,0.0,Maybe,0,0,7,5.0,Some of my previous supervisors,Possibly,Possibly,0,No,Rarely,Sometimes,Maybe,4,Maybe,No,0,2,35,Male
1,,,,,,,,,,,,,,,,,,Some of my previous supervisors,No,No,0,Yes,Not applicable to me,Not applicable to me,,7,Yes,No,0,2,31,Male
0,More than 1000,1.0,1.0,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,Physical health,Maybe,0.0,No,0,0,8,3.0,Some of my previous supervisors,No,Don't Know,0,Yes,Not applicable to me,Not applicable to me,,0,Maybe,No,0,1,26,God King of the Valajar
0,100-500,1.0,1.0,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,No,0,0,6,6.0,"Yes, all of my previous supervisors",Possibly,Possibly,1,Yes,Rarely,Rarely,No,7,No,No,0,3,30,Male
0,500-1000,0.0,1.0,Yes,Yes,No,No,Yes,Very easy,Same level of comfort for each,Yes,0.0,No,0,1,9,5.0,"No, none of my previous supervisors",Don't Know,Don't Know,0,Yes,Not applicable to me,Not applicable to me,No,9,No,Maybe,0,3,39,M
0,26-100,1.0,1.0,No,,No,I don't know,Yes,Neither easy nor difficult,Physical health,Yes,0.0,Maybe,0,0,9,8.0,Some of my previous supervisors,Don't Know,No,0,No,Not applicable to me,Not applicable to me,,10,Yes,Maybe,0,4,29,Male
0,26-100,1.0,1.0,No,,No,No,I don't know,I don't know,Physical health,Yes,0.0,Yes,0,0,3,0.0,Some of my previous supervisors,No,No,0,I don't know,Not applicable to me,Not applicable to me,Maybe,9,Maybe,No,0,2,27,Male
